param_type,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,INPUTS,OUTPUTS,OUTCOME,FAIRNESS
922,A11,0,A32,A43,<= 3000,A61,A72,3,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
923,A12,1,A32,A40,<= 3000,A61,A74,3,A93,A101,4,A122,<= 60,A143,A151,1,A173,2,A192,A201,1,PASS,UNFAIR
924,A11,2,A31,A42,<= 9000,A61,A72,2,A91,A101,1,A122,<= 60,A141,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
925,A11,1,A31,A40,<= 3000,A61,A72,4,A93,A101,2,A123,<= 60,A141,A152,2,A173,1,A192,A201,2,FAIL,UNFAIR
926,A11,1,A34,A42,<= 3000,A61,A72,4,A92,A101,4,A122,<= 30,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
927,A11,4,A32,A41,<= 12000,A61,A74,4,A93,A101,4,A124,<= 60,A142,A153,3,A173,2,A192,A201,2,FAIL,UNFAIR
928,A14,2,A32,A43,<= 3000,A65,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
929,A11,1,A33,A40,<= 3000,A61,A73,4,A93,A101,2,A121,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,UNFAIR
930,A11,2,A32,A42,<= 3000,A61,A72,4,A93,A102,1,A122,<= 30,A143,A152,1,A172,1,A191,A202,1,PASS,FAIR
931,A12,0,A32,A43,<= 3000,A61,A72,4,A92,A101,2,A123,<= 30,A143,A152,1,A173,1,A192,A201,2,FAIL,UNFAIR
932,A14,0,A34,A40,<= 3000,A61,A73,3,A93,A101,1,A121,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
933,A14,1,A34,A43,<= 3000,A63,A75,4,A93,A101,4,A122,<= 60,A143,A152,2,A173,2,A192,A201,1,PASS,FAIR
934,A11,1,A32,A43,<= 3000,A61,A73,4,A92,A101,1,A123,<= 30,A141,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
935,A12,2,A33,A43,<= 3000,A62,A72,4,A93,A101,3,A124,<= 60,A142,A152,2,A174,1,A191,A201,2,FAIL,UNFAIR
936,A13,0,A32,A43,<= 3000,A61,A73,3,A92,A101,2,A121,<= 30,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
937,A12,0,A32,A43,<= 3000,A61,A72,4,A94,A101,3,A123,<= 60,A143,A151,1,A174,1,A192,A201,1,PASS,UNFAIR
938,A12,5,A32,A46,<= 9000,A61,A73,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,2,FAIL,UNFAIR
939,A14,2,A34,A41,<= 9000,A65,A73,2,A93,A101,4,A122,<= 60,A143,A152,2,A174,2,A192,A201,1,PASS,FAIR
940,A14,1,A32,A40,<= 6000,A65,A72,2,A93,A101,3,A122,<= 60,A143,A152,1,A174,2,A192,A201,1,PASS,FAIR
941,A14,0,A32,A40,<= 3000,A61,A73,3,A93,A101,2,A121,<= 60,A143,A152,1,A172,2,A191,A202,1,PASS,FAIR
942,A14,2,A32,A42,<= 3000,A65,A74,4,A93,A101,2,A123,<= 60,A142,A152,1,A173,1,A192,A201,1,PASS,FAIR
943,A14,0,A34,A40,<= 3000,A61,A74,2,A93,A101,1,A121,<= 60,A143,A152,3,A172,2,A191,A201,1,PASS,UNFAIR
944,A11,1,A32,A42,<= 3000,A61,A72,4,A92,A103,1,A122,<= 60,A143,A151,1,A173,1,A191,A201,1,PASS,UNFAIR
945,A12,4,A30,A40,<= 9000,A63,A72,1,A92,A101,1,A123,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
946,A11,2,A31,A42,<= 6000,A63,A72,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,2,A192,A201,2,FAIL,FAIR
947,A14,1,A32,A40,<= 3000,A65,A71,4,A93,A101,4,A124,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,FAIR
948,A14,1,A32,A42,<= 3000,A61,A72,4,A94,A102,1,A122,<= 60,A143,A152,1,A172,2,A191,A201,2,FAIL,UNFAIR
949,A14,2,A32,A43,<= 6000,A62,A75,2,A93,A101,4,A123,<= 60,A143,A152,2,A173,1,A191,A201,2,FAIL,UNFAIR
950,A12,1,A34,A49,<= 6000,A61,A71,3,A94,A101,3,A123,<= 60,A143,A152,3,A171,2,A192,A201,1,PASS,UNFAIR
951,A11,3,A33,A49,<= 3000,A61,A74,2,A93,A101,1,A123,<= 30,A143,A152,2,A173,1,A192,A201,2,FAIL,UNFAIR
952,A12,2,A32,A41,<= 6000,A63,A72,3,A92,A101,4,A123,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,FAIR
953,A14,3,A32,A42,<= 12000,A61,A71,4,A92,A101,2,A123,<= 30,A143,A152,2,A174,1,A192,A201,2,FAIL,UNFAIR
954,A11,1,A32,A40,<= 3000,A61,A73,4,A92,A103,4,A122,<= 30,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
955,A11,2,A34,A43,<= 3000,A64,A75,4,A92,A101,4,A122,<= 60,A143,A151,2,A174,1,A192,A201,1,PASS,FAIR
956,A13,2,A34,A43,<= 6000,A65,A75,4,A93,A101,4,A122,<= 60,A142,A152,2,A172,1,A191,A201,1,PASS,FAIR
957,A12,0,A34,A43,<= 3000,A61,A75,2,A93,A101,4,A121,<= 60,A143,A152,3,A172,1,A191,A201,1,PASS,UNFAIR
958,A11,2,A32,A40,<= 6000,A61,A73,3,A93,A101,2,A123,<= 60,A143,A152,1,A172,1,A191,A201,2,FAIL,UNFAIR
959,A12,2,A32,A42,<= 6000,A62,A75,4,A93,A101,4,A124,<= 60,A143,A153,1,A173,1,A191,A201,1,PASS,UNFAIR
960,A14,0,A34,A43,<= 3000,A61,A75,2,A94,A101,2,A121,<= 60,A143,A151,2,A173,1,A191,A201,1,PASS,UNFAIR
961,A12,1,A33,A40,<= 3000,A61,A73,1,A91,A101,4,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
962,A14,1,A32,A40,<= 6000,A65,A73,3,A93,A101,2,A124,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
963,A14,2,A32,A43,<= 3000,A63,A75,3,A93,A101,2,A123,<= 60,A141,A152,2,A173,1,A192,A201,2,FAIL,FAIR
964,A12,0,A32,A45,<= 3000,A61,A72,3,A94,A101,1,A122,<= 30,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
965,A12,2,A32,A43,<= 3000,A65,A73,4,A92,A101,1,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,FAIR
966,A12,2,A34,A43,<= 3000,A63,A73,4,A93,A101,2,A122,<= 30,A143,A152,2,A172,1,A191,A201,2,FAIL,FAIR
967,A14,1,A32,A43,<= 6000,A61,A75,4,A92,A101,2,A123,<= 60,A141,A151,1,A174,1,A192,A201,1,PASS,UNFAIR
968,A14,3,A32,A43,<= 9000,A65,A74,2,A94,A101,4,A122,<= 30,A143,A151,1,A173,1,A192,A201,1,PASS,FAIR
969,A11,0,A34,A40,<= 6000,A61,A73,1,A93,A101,2,A121,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,UNFAIR
970,A12,1,A32,A45,<= 3000,A62,A73,4,A93,A103,2,A121,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
971,A14,2,A32,A40,<= 9000,A61,A73,1,A93,A101,4,A122,<= 60,A143,A152,1,A172,2,A191,A201,1,PASS,UNFAIR
972,A11,2,A31,A40,<= 3000,A61,A71,1,A92,A102,4,A124,<= 30,A143,A151,2,A171,1,A191,A201,2,FAIL,UNFAIR
973,A11,5,A32,A49,<= 9000,A61,A75,4,A93,A102,4,A124,<= 60,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
974,A14,2,A34,A43,<= 3000,A61,A73,4,A92,A101,2,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,UNFAIR
975,A13,2,A32,A43,<= 3000,A63,A73,3,A92,A101,3,A123,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,FAIR
976,A12,0,A32,A43,<= 3000,A61,A73,2,A92,A103,3,A121,> 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
977,A12,1,A33,A49,<= 3000,A65,A75,4,A93,A101,2,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,FAIR
978,A14,2,A33,A40,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,2,A172,2,A191,A201,2,FAIL,UNFAIR
979,A12,1,A31,A40,<= 3000,A62,A73,2,A94,A101,2,A122,<= 30,A143,A151,1,A173,1,A191,A201,2,FAIL,UNFAIR
980,A12,2,A34,A42,<= 9000,A61,A74,2,A93,A101,2,A122,<= 60,A143,A152,1,A173,1,A191,A201,2,FAIL,UNFAIR
981,A14,4,A32,A49,<= 6000,A61,A71,3,A93,A101,2,A123,<= 60,A141,A151,1,A174,1,A192,A201,2,FAIL,UNFAIR
982,A13,1,A32,A40,<= 3000,A62,A73,1,A92,A101,1,A123,<= 30,A141,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
983,A11,3,A32,A41,<= 9000,A61,A73,2,A93,A101,2,A122,<= 30,A143,A152,1,A173,2,A191,A201,2,FAIL,UNFAIR
984,A14,2,A34,A42,<= 3000,A61,A74,2,A93,A101,2,A122,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
985,A11,1,A34,A42,<= 3000,A61,A73,4,A92,A101,3,A122,<= 30,A143,A151,2,A173,1,A191,A201,1,PASS,UNFAIR
986,A13,3,A30,A49,<= 9000,A61,A72,2,A91,A101,1,A122,<= 60,A143,A152,2,A173,1,A191,A201,1,PASS,UNFAIR
987,A14,1,A32,A43,<= 3000,A62,A71,2,A92,A101,4,A121,> 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
988,A11,2,A32,A41,<= 9000,A61,A71,4,A93,A101,2,A124,<= 30,A143,A153,1,A174,1,A192,A201,1,PASS,UNFAIR
989,A12,2,A34,A43,<= 3000,A61,A75,4,A93,A101,2,A122,<= 60,A143,A152,2,A172,1,A191,A201,1,PASS,UNFAIR
990,A14,1,A34,A46,<= 6000,A65,A72,2,A93,A101,1,A122,<= 60,A143,A152,2,A172,2,A191,A201,1,PASS,FAIR
991,A14,1,A31,A43,<= 3000,A62,A75,4,A93,A101,4,A123,<= 60,A141,A152,1,A172,2,A191,A201,1,PASS,UNFAIR
992,A11,1,A32,A43,<= 3000,A65,A74,2,A94,A101,4,A123,<= 30,A143,A151,2,A172,1,A191,A201,1,PASS,FAIR
993,A11,3,A32,A42,<= 6000,A61,A71,4,A93,A101,3,A122,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
994,A14,1,A32,A40,<= 3000,A65,A75,4,A93,A101,3,A123,<= 60,A143,A152,1,A173,1,A192,A201,1,PASS,FAIR
995,A14,1,A32,A42,<= 3000,A61,A74,3,A92,A101,4,A121,<= 60,A143,A152,1,A172,1,A191,A201,1,PASS,UNFAIR
996,A11,2,A32,A41,<= 6000,A61,A73,4,A91,A101,4,A122,<= 60,A143,A152,1,A174,1,A192,A201,1,PASS,UNFAIR
997,A14,1,A32,A43,<= 3000,A61,A75,4,A93,A101,4,A123,<= 60,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
998,A11,3,A32,A43,<= 3000,A61,A73,4,A93,A101,4,A124,<= 30,A143,A153,1,A173,1,A192,A201,2,FAIL,UNFAIR
999,A12,3,A34,A41,<= 6000,A62,A71,3,A93,A101,4,A123,<= 30,A143,A152,1,A173,1,A191,A201,1,PASS,UNFAIR
